element_id,odia_element,english_equivalent,element_type,poetic_context,usage_example_odia,usage_example_english,complexity_level
3866,ପରାମର୍ଶ,advice,vocabulary,"Counsel, suggestion, recommendation",ପରାମର୍ଶ ର ମଧୁର କିରଣ,Sweet rays of the advice,advanced
3867,ସୁପରିଚାଳନା,management,vocabulary,"Administration, control, direction",ସୁପରିଚାଳନା ର ମଧୁର କିରଣ,Sweet rays of the management,advanced
3868,ପରିଚାଳନା,administration,vocabulary,"Management, operation, running",ପରିଚାଳନା ର ମଧୁର କିରଣ,Sweet rays of the administration,advanced
3869,ନିୟନ୍ତ୍ରଣ,control,vocabulary,"Regulation, command, authority",ନିୟନ୍ତ୍ରଣ ର ମଧୁର କିରଣ,Sweet rays of the control,advanced
3870,ଶାସନ,governance,vocabulary,"Rule, administration, control",ଶାସନ ର ମଧୁର କିରଣ,Sweet rays of the governance,advanced
3871,ପ୍ରଶାସନ,administration,vocabulary,"Government, management, rule",ପ୍ରଶାସନ ର ମଧୁର କିରଣ,Sweet rays of the administration,advanced
3872,ନେତୃତ୍ୱ,leadership,vocabulary,"Guidance, direction, command",ନେତୃତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the leadership,advanced
3873,ଅଧ୍ୟକ୍ଷତା,chairmanship,vocabulary,"Presidency, leadership, control",ଅଧ୍ୟକ୍ଷତା ର ମଧୁର କିରଣ,Sweet rays of the chairmanship,advanced
3874,ସଭାପତିତ୍ୱ,presidency,vocabulary,"Chairmanship, leadership, control",ସଭାପତିତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the presidency,advanced
3875,ନିର୍ଦ୍ଦେଶକତ୍ୱ,directorship,vocabulary,"Leadership, guidance, control",ନିର୍ଦ୍ଦେଶକତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the directorship,advanced
3876,ପ୍ରଧାନତ୍ୱ,primacy,vocabulary,"Leadership, supremacy, importance",ପ୍ରଧାନତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the primacy,advanced
3877,ଅଗ୍ରଣୀତ୍ୱ,vanguard,vocabulary,"Leadership, forefront, pioneer",ଅଗ୍ରଣୀତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the vanguard,advanced
3878,ପୂର୍ବଗାମୀତ୍ୱ,precedence,vocabulary,"Priority, antecedence, leadership",ପୂର୍ବଗାମୀତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the precedence,advanced
3879,ଅନୁଗାମୀତ୍ୱ,following,vocabulary,"Succession, sequence, order",ଅନୁଗାମୀତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the following,advanced
3880,ଅନୁସରଣ,following,vocabulary,"Pursuit, imitation, compliance",ଅନୁସରଣ ର ମଧୁର କିରଣ,Sweet rays of the following,advanced
3881,ପାଳନ,observance,vocabulary,"Compliance, following, practice",ପାଳନ ର ମଧୁର କିରଣ,Sweet rays of the observance,advanced
3882,ଅନୁଷ୍ଠାନ,institution,vocabulary,"Organization, establishment, body",ଅନୁଷ୍ଠାନ ର ମଧୁର କିରଣ,Sweet rays of the institution,advanced
3883,ସଂସ୍ଥା,organization,vocabulary,"Institution, body, establishment",ସଂସ୍ଥା ର ମଧୁର କିରଣ,Sweet rays of the organization,advanced
3884,ପ୍ରତିଷ୍ଠାନ,foundation,vocabulary,"Institution, establishment, base",ପ୍ରତିଷ୍ଠାନ ର ମଧୁର କିରଣ,Sweet rays of the foundation,advanced
3885,ସଂଘ,association,vocabulary,"Union, organization, society",ସଂଘ ର ମଧୁର କିରଣ,Sweet rays of the association,advanced
3886,ସମିତି,committee,vocabulary,"Council, board, group",ସମିତି ର ମଧୁର କିରଣ,Sweet rays of the committee,advanced
3887,ପରିଷଦ,council,vocabulary,"Assembly, board, committee",ପରିଷଦ ର ମଧୁର କିରଣ,Sweet rays of the council,advanced
3888,ସଭା,assembly,vocabulary,"Meeting, gathering, congregation",ସଭା ର ମଧୁର କିରଣ,Sweet rays of the assembly,advanced
3889,ସମାବେଶ,gathering,vocabulary,"Assembly, meeting, collection",ସମାବେଶ ର ମଧୁର କିରଣ,Sweet rays of the gathering,advanced
3890,ସମ୍ମିଳନୀ,conference,vocabulary,"Meeting, assembly, convention",ସମ୍ମିଳନୀ ର ମଧୁର କିରଣ,Sweet rays of the conference,advanced
3891,ସଂସ୍କାର,reform,vocabulary,"Improvement, refinement, purification",ସଂସ୍କାର ର ମଧୁର କିରଣ,Sweet rays of the reform,advanced
3892,ପରିବର୍ତ୍ତନ,change,vocabulary,"Transformation, alteration, modification",ପରିବର୍ତ୍ତନ ର ମଧୁର କିରଣ,Sweet rays of the change,advanced
3893,ସଂଶୋଧନ,amendment,vocabulary,"Correction, improvement, revision",ସଂଶୋଧନ ର ମଧୁର କିରଣ,Sweet rays of the amendment,advanced
3894,ପୁନର୍ଗଠନ,reorganization,vocabulary,"Restructuring, rearrangement, reform",ପୁନର୍ଗଠନ ର ମଧୁର କିରଣ,Sweet rays of the reorganization,advanced
3895,ନବୀକରଣ,renovation,vocabulary,"Renewal, restoration, refreshment",ନବୀକରଣ ର ମଧୁର କିରଣ,Sweet rays of the renovation,advanced
3896,ପୁନରୁଦ୍ଧାର,restoration,vocabulary,"Renewal, recovery, reinstatement",ପୁନରୁଦ୍ଧାର ର ମଧୁର କିରଣ,Sweet rays of the restoration,advanced
3897,ସଂରକ୍ଷଣ,conservation,vocabulary,"Preservation, protection, maintenance",ସଂରକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the conservation,advanced
3898,ରକ୍ଷଣ,protection,vocabulary,"Defense, preservation, safety",ରକ୍ଷଣ ର ମଧୁର କିରଣ,Sweet rays of the protection,advanced
3899,ପାଳନ,observance,vocabulary,"Practice, performance, celebration",ପାଳନ ର ମଧୁର କିରଣ,Sweet rays of the observance,advanced
3900,ଅନୁଷ୍ଠାନ,performance,vocabulary,"Execution, accomplishment, fulfillment",ଅନୁଷ୍ଠାନ ର ମଧୁର କିରଣ,Sweet rays of the performance,advanced
3901,ସମ୍ପାଦନ,accomplishment,vocabulary,"Achievement, completion, execution",ସମ୍ପାଦନ ର ମଧୁର କିରଣ,Sweet rays of the accomplishment,advanced
3902,ନିଷ୍ପାଦନ,execution,vocabulary,"Performance, accomplishment, achievement",ନିଷ୍ପାଦନ ର ମଧୁର କିରଣ,Sweet rays of the execution,advanced
3903,ସିଦ୍ଧି,accomplishment,vocabulary,"Achievement, success, attainment",ସିଦ୍ଧି ର ମଧୁର କିରଣ,Sweet rays of the accomplishment,advanced
3904,ସଫଳତା,success,vocabulary,"Achievement, victory, accomplishment",ସଫଳତା ର ମଧୁର କିରଣ,Sweet rays of the success,advanced
3905,ବିଜୟ,victory,vocabulary,"Triumph, success, conquest",ବିଜୟ ର ମଧୁର କିରଣ,Sweet rays of the victory,advanced
3906,ଜୟ,win,vocabulary,"Victory, success, triumph",ଜୟ ର ମଧୁର କିରଣ,Sweet rays of the win,advanced
3907,ପରାଜୟ,defeat,vocabulary,"Loss, failure, overthrow",ପରାଜୟ ର ମଧୁର କିରଣ,Sweet rays of the defeat,advanced
3908,ଅସଫଳତା,failure,vocabulary,"Defeat, loss, unsuccessfulness",ଅସଫଳତା ର ମଧୁର କିରଣ,Sweet rays of the failure,advanced
3909,ହାର,loss,vocabulary,"Defeat, failure, losing",ହାର ର ମଧୁର କିରଣ,Sweet rays of the loss,advanced
3910,ପରାଭବ,overthrow,vocabulary,"Defeat, downfall, ruin",ପରାଭବ ର ମଧୁର କିରଣ,Sweet rays of the overthrow,advanced
3911,ଧ୍ୱଂସ,destruction,vocabulary,"Ruin, devastation, annihilation",ଧ୍ୱଂସ ର ମଧୁର କିରଣ,Sweet rays of the destruction,advanced
3912,ବିନାଶ,annihilation,vocabulary,"Destruction, ruin, extinction",ବିନାଶ ର ମଧୁର କିରଣ,Sweet rays of the annihilation,advanced
3913,ସଂହାର,massacre,vocabulary,"Slaughter, destruction, killing",ସଂହାର ର ମଧୁର କିରଣ,Sweet rays of the massacre,advanced
3914,ମୃତ୍ୟୁ,death,vocabulary,"Demise, end, passing away",ମୃତ୍ୟୁ ର ମଧୁର କିରଣ,Sweet rays of the death,advanced
3915,ନିଧନ,demise,vocabulary,"Death, passing, end",ନିଧନ ର ମଧୁର କିରଣ,Sweet rays of the demise,advanced
3916,ଦେହାନ୍ତ,death,vocabulary,"End of life, demise, passing",ଦେହାନ୍ତ ର ମଧୁର କିରଣ,Sweet rays of the death,advanced
3917,ପ୍ରାଣାନ୍ତ,death,vocabulary,"End of life, demise, expiration",ପ୍ରାଣାନ୍ତ ର ମଧୁର କିରଣ,Sweet rays of the death,advanced
3918,ଜୀବନାନ୍ତ,end of life,vocabulary,"Death, demise, passing",ଜୀବନାନ୍ତ ର ମଧୁର କିରଣ,Sweet rays of the end of life,advanced
3919,ଅମରତ୍ୱ,immortality,vocabulary,"Eternal life, deathlessness, permanence",ଅମରତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the immortality,advanced
3920,ଶାଶ୍ୱତତା,eternity,vocabulary,"Perpetuity, endlessness, timelessness",ଶାଶ୍ୱତତା ର ମଧୁର କିରଣ,Sweet rays of the eternity,advanced
3921,ଅନନ୍ତତା,infinity,vocabulary,"Endlessness, boundlessness, eternity",ଅନନ୍ତତା ର ମଧୁର କିରଣ,Sweet rays of the infinity,advanced
3922,ଅପରିମିତତା,limitlessness,vocabulary,"Boundlessness, infinity, vastness",ଅପରିମିତତା ର ମଧୁର କିରଣ,Sweet rays of the limitlessness,advanced
3923,ଅସୀମତା,boundlessness,vocabulary,"Limitlessness, infinity, vastness",ଅସୀମତା ର ମଧୁର କିରଣ,Sweet rays of the boundlessness,advanced
3924,ବିଶାଳତା,vastness,vocabulary,"Immensity, greatness, enormity",ବିଶାଳତା ର ମଧୁର କିରଣ,Sweet rays of the vastness,advanced
3925,ମହତ୍ତ୍ୱ,greatness,vocabulary,"Grandeur, importance, significance",ମହତ୍ତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the greatness,advanced
3926,ଗୁରୁତ୍ୱ,importance,vocabulary,"Significance, weight, value",ଗୁରୁତ୍ୱ ର ମଧୁର କିରଣ,Sweet rays of the importance,advanced
3927,ପ୍ରାଧାନ୍ୟ,priority,vocabulary,"Importance, precedence, primacy",ପ୍ରାଧାନ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the priority,advanced
3928,ମୁଖ୍ୟତା,primacy,vocabulary,"Chief importance, priority, supremacy",ମୁଖ୍ୟତା ର ମଧୁର କିରଣ,Sweet rays of the primacy,advanced
3929,ପ୍ରମୁଖତା,prominence,vocabulary,"Importance, distinction, eminence",ପ୍ରମୁଖତା ର ମଧୁର କିରଣ,Sweet rays of the prominence,advanced
3930,ବିଶେଷତା,specialty,vocabulary,"Distinctiveness, uniqueness, particularity",ବିଶେଷତା ର ମଧୁର କିରଣ,Sweet rays of the specialty,advanced
3931,ଅସାଧାରଣତା,uncommonness,vocabulary,"Rarity, uniqueness, specialness",ଅସାଧାରଣତା ର ମଧୁର କିରଣ,Sweet rays of the uncommonness,advanced
3932,ବିରଳତା,rarity,vocabulary,"Scarcity, uncommonness, uniqueness",ବିରଳତା ର ମଧୁର କିରଣ,Sweet rays of the rarity,advanced
3933,ସାଧାରଣତା,commonness,vocabulary,"Ordinariness, normality, regularity",ସାଧାରଣତା ର ମଧୁର କିରଣ,Sweet rays of the commonness,advanced
3934,ସାମାନ୍ୟତା,ordinariness,vocabulary,"Commonness, normality, regularity",ସାମାନ୍ୟତା ର ମଧୁର କିରଣ,Sweet rays of the ordinariness,advanced
3935,ପ୍ରଚୁରତା,abundance,vocabulary,"Plenty, copiousness, richness",ପ୍ରଚୁରତା ର ମଧୁର କିରଣ,Sweet rays of the abundance,advanced
3936,ପ୍ରାଚୁର୍ଯ୍ୟ,plenty,vocabulary,"Abundance, copiousness, wealth",ପ୍ରାଚୁର୍ଯ୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the plenty,advanced
3937,ସମୃଦ୍ଧତା,prosperity,vocabulary,"Wealth, abundance, affluence",ସମୃଦ୍ଧତା ର ମଧୁର କିରଣ,Sweet rays of the prosperity,advanced
3938,ଧନିକତା,wealthiness,vocabulary,"Richness, affluence, prosperity",ଧନିକତା ର ମଧୁର କିରଣ,Sweet rays of the wealthiness,advanced
3939,ନିର୍ଧନତା,poverty,vocabulary,"Poorness, destitution, neediness",ନିର୍ଧନତା ର ମଧୁର କିରଣ,Sweet rays of the poverty,advanced
3940,ଦାରିଦ୍ର୍ୟ,destitution,vocabulary,"Poverty, neediness, penury",ଦାରିଦ୍ର୍ୟ ର ମଧୁର କିରଣ,Sweet rays of the destitution,advanced
3941,ଅଭାବ,lack,vocabulary,"Deficiency, shortage, absence",ଅଭାବ ର ମଧୁର କିରଣ,Sweet rays of the lack,advanced
3942,ଦୁର୍ଭିକ୍ଷ,famine,vocabulary,"Scarcity, hunger, shortage",ଦୁର୍ଭିକ୍ଷ ର ମଧୁର କିରଣ,Sweet rays of the famine,advanced
3943,ସଂକଟ,crisis,vocabulary,"Emergency, danger, difficulty",ସଂକଟ ର ମଧୁର କିରଣ,Sweet rays of the crisis,advanced
3944,ଆପଦ,calamity,vocabulary,"Disaster, misfortune, tragedy",ଆପଦ ର ମଧୁର କିରଣ,Sweet rays of the calamity,advanced
3945,ବିପର୍ଯ୍ୟୟ,catastrophe,vocabulary,"Disaster, calamity, ruin",ବିପର୍ଯ୍ୟୟ ର ମଧୁର କିରଣ,Sweet rays of the catastrophe,advanced
3946,ଦୁର୍ଘଟନା,accident,vocabulary,"Mishap, casualty, misfortune",ଦୁର୍ଘଟନା ର ମଧୁର କିରଣ,Sweet rays of the accident,advanced
3947,ଅନର୍ଥ,misfortune,vocabulary,"Trouble, disaster, calamity",ଅନର୍ଥ ର ମଧୁର କିରଣ,Sweet rays of the misfortune,advanced
3948,ବିପତ୍ତି,danger,vocabulary,"Peril, risk, hazard",ବିପତ୍ତି ର ମଧୁର କିରଣ,Sweet rays of the danger,advanced
3949,ଆଶଙ୍କା,fear,vocabulary,"Apprehension, worry, anxiety",ଆଶଙ୍କା ର ମଧୁର କିରଣ,Sweet rays of the fear,advanced
3950,ଭୀତି,terror,vocabulary,"Fear, dread, fright",ଭୀତି ର ମଧୁର କିରଣ,Sweet rays of the terror,advanced
3951,ତ୍ରାସ,horror,vocabulary,"Terror, fear, dread",ତ୍ରାସ ର ମଧୁର କିରଣ,Sweet rays of the horror,advanced
3952,ସଂତ୍ରାସ,panic,vocabulary,"Terror, alarm, fear",ସଂତ୍ରାସ ର ମଧୁର କିରଣ,Sweet rays of the panic,advanced
3953,ଆତଙ୍କ,terror,vocabulary,"Fear, dread, horror",ଆତଙ୍କ ର ମଧୁର କିରଣ,Sweet rays of the terror,advanced
3954,ଭୟଙ୍କରତା,fearfulness,vocabulary,"Terrifying quality, dreadfulness",ଭୟଙ୍କରତା ର ମଧୁର କିରଣ,Sweet rays of the fearfulness,advanced
3955,ଭୀଷଣତା,ferocity,vocabulary,"Fierceness, violence, intensity",ଭୀଷଣତା ର ମଧୁର କିରଣ,Sweet rays of the ferocity,advanced
3956,ପ୍ରଚଣ୍ଡତା,fierceness,vocabulary,"Violence, intensity, ferocity",ପ୍ରଚଣ୍ଡତା ର ମଧୁର କିରଣ,Sweet rays of the fierceness,advanced
3957,ତୀବ୍ରତା,intensity,vocabulary,"Strength, severity, acuteness",ତୀବ୍ରତା ର ମଧୁର କିରଣ,Sweet rays of the intensity,advanced
3958,ଉଗ୍ରତା,severity,vocabulary,"Harshness, intensity, strictness",ଉଗ୍ରତା ର ମଧୁର କିରଣ,Sweet rays of the severity,advanced
3959,କଠୋରତା,hardness,vocabulary,"Toughness, severity, strictness",କଠୋରତା ର ମଧୁର କିରଣ,Sweet rays of the hardness,advanced
3960,ନିର୍ଦ୍ଦୟତା,cruelty,vocabulary,"Mercilessness, brutality, harshness",ନିର୍ଦ୍ଦୟତା ର ମଧୁର କିରଣ,Sweet rays of the cruelty,advanced
3961,କ୍ରୁରତା,brutality,vocabulary,"Cruelty, savagery, violence",କ୍ରୁରତା ର ମଧୁର କିରଣ,Sweet rays of the brutality,advanced
3962,ହିଂସା,violence,vocabulary,"Aggression, force, cruelty",ହିଂସା ର ମଧୁର କିରଣ,Sweet rays of the violence,advanced
3963,ଅତ୍ୟାଚାର,atrocity,vocabulary,"Cruelty, oppression, brutality",ଅତ୍ୟାଚାର ର ମଧୁର କିରଣ,Sweet rays of the atrocity,advanced
3964,ପୀଡ଼ନ,torture,vocabulary,"Torment, suffering, pain",ପୀଡ଼ନ ର ମଧୁର କିରଣ,Sweet rays of the torture,advanced
3965,ଯନ୍ତ୍ରଣା,agony,vocabulary,"Pain, suffering, torment",ଯନ୍ତ୍ରଣା ର ମଧୁର କିରଣ,Sweet rays of the agony,advanced
3966,ବେଦନା,pain,vocabulary,"Suffering, ache, distress",ବେଦନା ର ମଧୁର କିରଣ,Sweet rays of the pain,advanced
3967,କ୍ଳେଶ,distress,vocabulary,"Trouble, suffering, difficulty",କ୍ଳେଶ ର ମଧୁର କିରଣ,Sweet rays of the distress,advanced
